1|140030001|100201
2|140030001|100211
3|140030001|100221
4|140030001|100231
5|140030002|100201
6|140030002|100211
7|140030002|100221
8|140030002|100231
9|140030003|100201
10|140030003|100211
11|140030003|100221
12|140030003|100231
13|140030004|100201
14|140030004|100211
15|140030004|100221
16|140030004|100231
17|140030005|100201
18|140030005|100211
19|140030005|100221
20|140030005|100231
21|140030006|100201
22|140030006|100211
23|140030006|100221
24|140030006|100231
25|140030007|100201
26|140030007|100211
27|140030007|100221
28|140030007|100231
29|140030008|100201
30|140030008|100211
31|140030008|100221
32|140030008|100231
33|140030009|100201
34|140030009|100211
35|140030009|100221
36|140030009|100231
37|140030010|100201
38|140030010|100211
39|140030010|100221
40|140030010|100231
41|140030011|100201
42|140030011|100211
43|140030011|100221
44|140030011|100231
45|140030012|100201
46|140030012|100211
47|140030012|100221
48|140030012|100231
49|140030013|100201
50|140030013|100211
51|140030013|100221
52|140030013|100231
53|140030014|100201
54|140030014|100211
55|140030014|100221
56|140030014|100231
57|140030015|100201
58|140030015|100211
59|140030015|100221
60|140030015|100231
61|140030016|100201
62|140030016|100211
63|140030016|100221
64|140030016|100231
65|140030017|100201
66|140030017|100211
67|140030017|100221
68|140030017|100231
69|140030018|100201
70|140030018|100211
71|140030018|100221
72|140030018|100231
73|140030019|100201
74|140030019|100211
75|140030019|100221
76|140030019|100231
77|140030020|100201
78|140030020|100211
79|140030020|100221
80|140030020|100231
81|140030021|100201
82|140030021|100211
83|140030021|100221
84|140030021|100231
85|140030022|100201
86|140030022|100211
87|140030022|100221
88|140030022|100231
89|140030023|100201
90|140030023|100211
91|140030023|100221
92|140030023|100231
93|140030024|100201
94|140030024|100211
95|140030024|100221
96|140030024|100231
97|140030025|100201
98|140030025|100211
99|140030025|100221
100|140030025|100231
101|140030026|100201
102|140030026|100211
103|140030026|100221
104|140030026|100231
105|140030027|100201
106|140030027|100211
107|140030027|100221
108|140030027|100231
109|140030028|100201
110|140030028|100211
111|140030028|100221
112|140030028|100231
113|140030029|100201
114|140030029|100211
115|140030029|100221
116|140030029|100231
117|140030030|100201
118|140030030|100211
119|140030030|100221
120|140030030|100231
121|140030031|100201
122|140030031|100211
123|140030031|100221
124|140030031|100231
125|140030032|100201
126|140030032|100211
127|140030032|100221
128|140030032|100231
129|140030033|100201
130|140030033|100211
131|140030033|100221
132|140030033|100231
133|140030034|100201
134|140030034|100211
135|140030034|100221
136|140030034|100231
137|140030035|100201
138|140030035|100211
139|140030035|100221
140|140030035|100231
141|140030036|100201
142|140030036|100211
143|140030036|100221
144|140030036|100231
145|140030037|100201
146|140030037|100211
147|140030037|100221
148|140030037|100231
149|140030038|100201
150|140030038|100211
151|140030038|100221
152|140030038|100231
153|140030039|100201
154|140030039|100211
155|140030039|100221
156|140030039|100231
157|140030040|100201
158|140030040|100211
159|140030040|100221
160|140030040|100231
161|140030041|100201
162|140030041|100211
163|140030041|100221
164|140030041|100231
165|140030042|100201
166|140030042|100211
167|140030042|100221
168|140030042|100231
169|140030043|100201
170|140030043|100211
171|140030043|100221
172|140030043|100231
173|140030044|100201
174|140030044|100211
175|140030044|100221
176|140030044|100231
177|140030045|100201
178|140030045|100211
179|140030045|100221
180|140030045|100231
181|140030046|100201
182|140030046|100211
183|140030046|100221
184|140030046|100231
185|140030047|100201
186|140030047|100211
187|140030047|100221
188|140030047|100231
189|140030048|100201
190|140030048|100211
191|140030048|100221
192|140030048|100231
193|140030049|100201
194|140030049|100211
195|140030049|100221
196|140030049|100231
197|140030050|100201
198|140030050|100211
199|140030050|100221
200|140030050|100231
201|140030051|100201
202|140030051|100211
203|140030051|100221
204|140030051|100231
205|140030052|100201
206|140030052|100211
207|140030052|100221
208|140030052|100231
209|140030053|100201
210|140030053|100211
211|140030053|100221
212|140030053|100231
213|140030054|100201
214|140030054|100211
215|140030054|100221
216|140030054|100231
217|140030055|100201
218|140030055|100211
219|140030055|100221
220|140030055|100231
221|140030056|100201
222|140030056|100211
223|140030056|100221
224|140030056|100231
225|140030057|100201
226|140030057|100211
227|140030057|100221
228|140030057|100231
229|140030058|100201
230|140030058|100211
231|140030058|100221
232|140030058|100231
233|140030059|100201
234|140030059|100211
235|140030059|100221
236|140030059|100231
237|140030060|100201
238|140030060|100211
239|140030060|100221
240|140030060|100231
241|140030061|100201
242|140030061|100211
243|140030061|100221
244|140030061|100231
245|140030062|100201
246|140030062|100211
247|140030062|100221
248|140030062|100231
249|140030063|100201
250|140030063|100211
251|140030063|100221
252|140030063|100231
253|140030064|100201
254|140030064|100211
255|140030064|100221
256|140030064|100231
257|140030065|100201
258|140030065|100211
259|140030065|100221
260|140030065|100231
261|140030066|100201
262|140030066|100211
263|140030066|100221
264|140030066|100231
265|140030067|100201
266|140030067|100211
267|140030067|100221
268|140030067|100231
269|140030068|100201
270|140030068|100211
271|140030068|100221
272|140030068|100231
273|140030069|100201
274|140030069|100211
275|140030069|100221
276|140030069|100231
277|140030070|100201
278|140030070|100211
279|140030070|100221
280|140030070|100231
281|140030071|100201
282|140030071|100211
283|140030071|100221
284|140030071|100231
285|140030072|100201
286|140030072|100211
287|140030072|100221
288|140030072|100231
289|140030073|100201
290|140030073|100211
291|140030073|100221
292|140030073|100231
293|140030074|100201
294|140030074|100211
295|140030074|100221
296|140030074|100231
297|140030075|100201
298|140030075|100211
299|140030075|100221
300|140030075|100231
301|140030076|100201
302|140030076|100211
303|140030076|100221
304|140030076|100231
305|140030077|100201
306|140030077|100211
307|140030077|100221
308|140030077|100231
309|140030078|100201
310|140030078|100211
311|140030078|100221
312|140030078|100231
313|140030079|100201
314|140030079|100211
315|140030079|100221
316|140030079|100231
317|140030080|100201
318|140030080|100211
319|140030080|100221
320|140030080|100231
321|140030081|100201
322|140030081|100211
323|140030081|100221
324|140030081|100231
325|140030082|100201
326|140030082|100211
327|140030082|100221
328|140030082|100231
329|140030083|100201
330|140030083|100211
331|140030083|100221
332|140030083|100231
333|140030084|100201
334|140030084|100211
335|140030084|100221
336|140030084|100231
337|140030085|100201
338|140030085|100211
339|140030085|100221
340|140030085|100231
341|140030086|100201
342|140030086|100211
343|140030086|100221
344|140030086|100231
345|140030087|100201
346|140030087|100211
347|140030087|100221
348|140030087|100231
349|140030088|100201
350|140030088|100211
351|140030088|100221
352|140030088|100231
353|140030089|100201
354|140030089|100211
355|140030089|100221
356|140030089|100231
357|140030090|100201
358|140030090|100211
359|140030090|100221
360|140030090|100231
361|140030091|100201
362|140030091|100211
363|140030091|100221
364|140030091|100231
365|140030092|100201
366|140030092|100211
367|140030092|100221
368|140030092|100231
369|140030093|100201
370|140030093|100211
371|140030093|100221
372|140030093|100231
373|140030094|100201
374|140030094|100211
375|140030094|100221
376|140030094|100231
377|140030095|100201
378|140030095|100211
379|140030095|100221
380|140030095|100231
381|140030096|100201
382|140030096|100211
383|140030096|100221
384|140030096|100231
385|140030097|100201
386|140030097|100211
387|140030097|100221
388|140030097|100231
389|140030098|100201
390|140030098|100211
391|140030098|100221
392|140030098|100231
393|140030099|100201
394|140030099|100211
395|140030099|100221
396|140030099|100231
397|140030100|100201
398|140030100|100211
399|140030100|100221
400|140030100|100231
401|140030101|100202
402|140030101|100212
403|140030101|100222
404|140030101|100232
405|140030102|100202
406|140030102|100212
407|140030102|100222
408|140030102|100232
409|140030103|100202
410|140030103|100212
411|140030103|100222
412|140030103|100232
413|140030104|100202
414|140030104|100212
415|140030104|100222
416|140030104|100232
417|140030105|100202
418|140030105|100212
419|140030105|100222
420|140030105|100232
421|140030106|100202
422|140030106|100212
423|140030106|100222
424|140030106|100232
425|140030107|100202
426|140030107|100212
427|140030107|100222
428|140030107|100232
429|140030108|100202
430|140030108|100212
431|140030108|100222
432|140030108|100232
433|140030109|100202
434|140030109|100212
435|140030109|100222
436|140030109|100232
437|140030110|100202
438|140030110|100212
439|140030110|100222
440|140030110|100232
441|140030111|100202
442|140030111|100212
443|140030111|100222
444|140030111|100232
445|140030112|100202
446|140030112|100212
447|140030112|100222
448|140030112|100232
449|140030113|100202
450|140030113|100212
451|140030113|100222
452|140030113|100232
453|140030114|100202
454|140030114|100212
455|140030114|100222
456|140030114|100232
457|140030115|100202
458|140030115|100212
459|140030115|100222
460|140030115|100232
461|140030116|100202
462|140030116|100212
463|140030116|100222
464|140030116|100232
465|140030117|100202
466|140030117|100212
467|140030117|100222
468|140030117|100232
469|140030118|100202
470|140030118|100212
471|140030118|100222
472|140030118|100232
473|140030119|100202
474|140030119|100212
475|140030119|100222
476|140030119|100232
477|140030120|100202
478|140030120|100212
479|140030120|100222
480|140030120|100232
481|140030121|100202
482|140030121|100212
483|140030121|100222
484|140030121|100232
485|140030122|100202
486|140030122|100212
487|140030122|100222
488|140030122|100232
489|140030123|100202
490|140030123|100212
491|140030123|100222
492|140030123|100232
493|140030124|100202
494|140030124|100212
495|140030124|100222
496|140030124|100232
497|140030125|100202
498|140030125|100212
499|140030125|100222
500|140030125|100232
501|140030126|100202
502|140030126|100212
503|140030126|100222
504|140030126|100232
505|140030127|100202
506|140030127|100212
507|140030127|100222
508|140030127|100232
509|140030128|100202
510|140030128|100212
511|140030128|100222
512|140030128|100232
513|140030129|100202
514|140030129|100212
515|140030129|100222
516|140030129|100232
517|140030130|100202
518|140030130|100212
519|140030130|100222
520|140030130|100232
521|140030131|100202
522|140030131|100212
523|140030131|100222
524|140030131|100232
525|140030132|100202
526|140030132|100212
527|140030132|100222
528|140030132|100232
529|140030133|100202
530|140030133|100212
531|140030133|100222
532|140030133|100232
533|140030134|100202
534|140030134|100212
535|140030134|100222
536|140030134|100232
537|140030135|100202
538|140030135|100212
539|140030135|100222
540|140030135|100232
541|140030136|100202
542|140030136|100212
543|140030136|100222
544|140030136|100232
545|140030137|100202
546|140030137|100212
547|140030137|100222
548|140030137|100232
549|140030138|100202
550|140030138|100212
551|140030138|100222
552|140030138|100232
553|140030139|100202
554|140030139|100212
555|140030139|100222
556|140030139|100232
557|140030140|100202
558|140030140|100212
559|140030140|100222
560|140030140|100232
561|140030141|100202
562|140030141|100212
563|140030141|100222
564|140030141|100232
565|140030142|100202
566|140030142|100212
567|140030142|100222
568|140030142|100232
569|140030143|100202
570|140030143|100212
571|140030143|100222
572|140030143|100232
573|140030144|100202
574|140030144|100212
575|140030144|100222
576|140030144|100232
577|140030145|100202
578|140030145|100212
579|140030145|100222
580|140030145|100232
581|140030146|100202
582|140030146|100212
583|140030146|100222
584|140030146|100232
585|140030147|100202
586|140030147|100212
587|140030147|100222
588|140030147|100232
589|140030148|100202
590|140030148|100212
591|140030148|100222
592|140030148|100232
593|140030149|100202
594|140030149|100212
595|140030149|100222
596|140030149|100232
597|140030150|100202
598|140030150|100212
599|140030150|100222
600|140030150|100232
601|140030151|100202
602|140030151|100212
603|140030151|100222
604|140030151|100232
605|140030152|100202
606|140030152|100212
607|140030152|100222
608|140030152|100232
609|140030153|100202
610|140030153|100212
611|140030153|100222
612|140030153|100232
613|140030154|100202
614|140030154|100212
615|140030154|100222
616|140030154|100232
617|140030155|100202
618|140030155|100212
619|140030155|100222
620|140030155|100232
621|140030156|100202
622|140030156|100212
623|140030156|100222
624|140030156|100232
625|140030157|100202
626|140030157|100212
627|140030157|100222
628|140030157|100232
629|140030158|100202
630|140030158|100212
631|140030158|100222
632|140030158|100232
633|140030159|100202
634|140030159|100212
635|140030159|100222
636|140030159|100232
637|140030160|100202
638|140030160|100212
639|140030160|100222
640|140030160|100232
641|140030161|100202
642|140030161|100212
643|140030161|100222
644|140030161|100232
645|140030162|100202
646|140030162|100212
647|140030162|100222
648|140030162|100232
649|140030163|100202
650|140030163|100212
651|140030163|100222
652|140030163|100232
653|140030164|100202
654|140030164|100212
655|140030164|100222
656|140030164|100232
657|140030165|100202
658|140030165|100212
659|140030165|100222
660|140030165|100232
661|140030166|100202
662|140030166|100212
663|140030166|100222
664|140030166|100232
665|140030167|100202
666|140030167|100212
667|140030167|100222
668|140030167|100232
669|140030168|100202
670|140030168|100212
671|140030168|100222
672|140030168|100232
673|140030169|100202
674|140030169|100212
675|140030169|100222
676|140030169|100232
677|140030170|100202
678|140030170|100212
679|140030170|100222
680|140030170|100232
681|140030171|100202
682|140030171|100212
683|140030171|100222
684|140030171|100232
685|140030172|100202
686|140030172|100212
687|140030172|100222
688|140030172|100232
689|140030173|100202
690|140030173|100212
691|140030173|100222
692|140030173|100232
693|140030174|100202
694|140030174|100212
695|140030174|100222
696|140030174|100232
697|140030175|100202
698|140030175|100212
699|140030175|100222
700|140030175|100232
701|140030176|100202
702|140030176|100212
703|140030176|100222
704|140030176|100232
705|140030177|100202
706|140030177|100212
707|140030177|100222
708|140030177|100232
709|140030178|100202
710|140030178|100212
711|140030178|100222
712|140030178|100232
713|140030179|100202
714|140030179|100212
715|140030179|100222
716|140030179|100232
717|140030180|100202
718|140030180|100212
719|140030180|100222
720|140030180|100232
721|140030181|100202
722|140030181|100212
723|140030181|100222
724|140030181|100232
725|140030182|100202
726|140030182|100212
727|140030182|100222
728|140030182|100232
729|140030183|100202
730|140030183|100212
731|140030183|100222
732|140030183|100232
733|140030184|100202
734|140030184|100212
735|140030184|100222
736|140030184|100232
737|140030185|100202
738|140030185|100212
739|140030185|100222
740|140030185|100232
741|140030186|100202
742|140030186|100212
743|140030186|100222
744|140030186|100232
745|140030187|100202
746|140030187|100212
